"trial_number_within_block","completion_code","condition","news_station_first","with_independent_council","X_I","X_F","source_type","block_stage","block_half","block_quarter","correct_state","posterior_blue_I","posterior_blue_F","ground_truth","change_of_mind"
21,"ez3rhwy4","Without","First","true",5,4,"bluebias","normal",2,3,"blue",1,0.94,1,-0.0600000000000001
22,"ez3rhwy4","Without","First","true",3,3,"bluebias","normal",2,4,"green",0.87,0.2,-1,-0.67
23,"ez3rhwy4","Without","First","true",3,4,"bluebias","normal",2,4,"blue",0.86,0.6,1,-0.26
24,"ez3rhwy4","Without","First","true",2,4,"bluebias","normal",2,4,"green",0.94,0.31,-1,-0.63
25,"ez3rhwy4","Without","First","true",1,2,"bluebias","normal",2,4,"green",0.86,0.19,-1,-0.67
26,"ez3rhwy4","Without","First","true",1,1,"bluebias","normal",2,4,"green",0.68,0.27,-1,-0.41
27,"ez3rhwy4","Without","First","true",4,4,"bluebias","normal",2,4,"blue",0.73,0.99,1,0.26
28,"ez3rhwy4","Without","First","true",4,4,"bluebias","normal",2,4,"blue",0.97,0.23,1,-0.74
29,"ez3rhwy4","Without","First","true",NA,4,"bluebias","station_only",NA,NA,"blue",0.91,NA,1,NA
30,"ez3rhwy4","Without","First","true",NA,0,"bluebias","station_only",NA,NA,"blue",0.03,NA,1,NA
31,"ez3rhwy4","Without","First","true",NA,2,"bluebias","station_only",NA,NA,"blue",0.72,NA,1,NA
32,"ez3rhwy4","Without","First","true",NA,1,"bluebias","station_only",NA,NA,"blue",0.33,NA,1,NA
33,"ez3rhwy4","Without","First","true",NA,3,"bluebias","station_only",NA,NA,"blue",0.19,NA,1,NA
34,"ez3rhwy4","Without","First","true",NA,5,"bluebias","station_only",NA,NA,"blue",0.9,NA,1,NA
1,"ez3rhwy4","Without","First","true",5,1,"opposite","normal",1,1,"blue",0.78,0.96,1,0.18
2,"ez3rhwy4","Without","First","true",2,0,"opposite","normal",1,1,"blue",0.13,0.13,1,0
3,"ez3rhwy4","Without","First","true",1,3,"opposite","normal",1,1,"green",0.85,0.2,-1,-0.65
4,"ez3rhwy4","Without","First","true",4,0,"opposite","normal",1,1,"blue",0.24,0.12,1,-0.12
5,"ez3rhwy4","Without","First","true",3,2,"opposite","normal",1,1,"blue",0.15,0.92,1,0.77
6,"ez3rhwy4","Without","First","true",2,2,"opposite","normal",1,1,"green",0.85,0.34,-1,-0.51
7,"ez3rhwy4","Without","First","true",1,3,"opposite","normal",1,1,"green",0.24,0.1,-1,-0.14
8,"ez3rhwy4","Without","First","true",2,3,"opposite","normal",1,2,"green",0.91,0.49,-1,-0.42
9,"ez3rhwy4","Without","First","true",3,0,"opposite","normal",1,2,"blue",0.18,0.52,1,0.34
10,"ez3rhwy4","Without","First","true",5,0,"opposite","normal",1,2,"blue",0.21,0.09,1,-0.12
11,"ez3rhwy4","Without","First","true",4,2,"opposite","normal",1,2,"blue",0.85,0.68,1,-0.17
12,"ez3rhwy4","Without","First","true",4,2,"opposite","normal",1,2,"blue",0.8,0.94,1,0.14
13,"ez3rhwy4","Without","First","true",1,3,"opposite","normal",1,2,"green",0.81,0.71,-1,-0.1
14,"ez3rhwy4","Without","First","true",1,4,"opposite","normal",1,2,"green",0.34,0.79,-1,0.45
15,"ez3rhwy4","Without","First","true",3,4,"opposite","normal",2,3,"green",0.24,0.81,-1,0.57
16,"ez3rhwy4","Without","First","true",5,1,"opposite","normal",2,3,"blue",0.19,0.99,1,0.8
17,"ez3rhwy4","Without","First","true",4,1,"opposite","normal",2,3,"blue",0,0.97,1,0.97
18,"ez3rhwy4","Without","First","true",1,1,"opposite","normal",2,3,"green",0.03,0.07,-1,0.04
19,"ez3rhwy4","Without","First","true",2,3,"opposite","normal",2,3,"blue",0.24,0.13,1,-0.11
20,"ez3rhwy4","Without","First","true",4,1,"opposite","normal",2,3,"blue",0.78,0.92,1,0.14
21,"ez3rhwy4","Without","First","true",0,4,"opposite","normal",2,3,"green",0.81,0,-1,-0.81
22,"ez3rhwy4","Without","First","true",3,2,"opposite","normal",2,4,"blue",0.13,1,1,0.87
23,"ez3rhwy4","Without","First","true",2,3,"opposite","normal",2,4,"green",0.85,0.04,-1,-0.81
24,"ez3rhwy4","Without","First","true",0,3,"opposite","normal",2,4,"green",0.03,0,-1,-0.03
25,"ez3rhwy4","Without","First","true",3,3,"opposite","normal",2,4,"green",0,1,-1,1
26,"ez3rhwy4","Without","First","true",5,2,"opposite","normal",2,4,"blue",0.79,0.99,1,0.2
27,"ez3rhwy4","Without","First","true",0,5,"opposite","normal",2,4,"green",0.18,0,-1,-0.18
28,"ez3rhwy4","Without","First","true",0,5,"opposite","normal",2,4,"green",0.04,0,-1,-0.04
29,"ez3rhwy4","Without","First","true",NA,5,"opposite","station_only",NA,NA,"blue",0.93,NA,1,NA
30,"ez3rhwy4","Without","First","true",NA,2,"opposite","station_only",NA,NA,"blue",0.8,NA,1,NA
31,"ez3rhwy4","Without","First","true",NA,0,"opposite","station_only",NA,NA,"blue",0.26,NA,1,NA
32,"ez3rhwy4","Without","First","true",NA,4,"opposite","station_only",NA,NA,"blue",0.83,NA,1,NA
33,"ez3rhwy4","Without","First","true",NA,1,"opposite","station_only",NA,NA,"blue",0.64,NA,1,NA
34,"ez3rhwy4","Without","First","true",NA,3,"opposite","station_only",NA,NA,"blue",0.96,NA,1,NA
1,"jdy6471m","Without","First","true",3,5,"helpful","normal",1,1,"blue",0.9,0.92,1,0.02
2,"jdy6471m","Without","First","true",2,1,"helpful","normal",1,1,"green",0.23,0.23,-1,0
3,"jdy6471m","Without","First","true",0,1,"helpful","normal",1,1,"green",0.28,0,-1,-0.28
4,"jdy6471m","Without","First","true",2,1,"helpful","normal",1,1,"green",0.29,0.26,-1,-0.03
5,"jdy6471m","Without","First","true",3,1,"helpful","normal",1,1,"green",0.23,0.76,-1,0.53
6,"jdy6471m","Without","First","true",4,2,"helpful","normal",1,1,"green",0.23,0.86,-1,0.63
7,"jdy6471m","Without","First","true",4,2,"helpful","normal",1,1,"blue",0.24,0.78,1,0.54
8,"jdy6471m","Without","First","true",3,4,"helpful","normal",1,2,"blue",0.78,0.85,1,0.07
9,"jdy6471m","Without","First","true",5,3,"helpful","normal",1,2,"blue",0.85,0.99,1,0.14
10,"jdy6471m","Without","First","true",3,1,"helpful","normal",1,2,"green",0.22,0.42,-1,0.2
11,"jdy6471m","Without","First","true",3,2,"helpful","normal",1,2,"green",0.31,0.54,-1,0.23
12,"jdy6471m","Without","First","true",4,1,"helpful","normal",1,2,"blue",0.42,0.53,1,0.11
13,"jdy6471m","Without","First","true",1,2,"helpful","normal",1,2,"green",0.51,0.23,-1,-0.28
14,"jdy6471m","Without","First","true",4,2,"helpful","normal",1,2,"blue",0.33,0.59,1,0.26
15,"jdy6471m","Without","First","true",2,1,"helpful","normal",2,3,"green",0.33,0.22,-1,-0.11
16,"jdy6471m","Without","First","true",4,3,"helpful","normal",2,3,"blue",0.69,0.78,1,0.0900000000000001
17,"jdy6471m","Without","First","true",4,2,"helpful","normal",2,3,"blue",0.29,0.51,1,0.22
18,"jdy6471m","Without","First","true",4,4,"helpful","normal",2,3,"blue",0.64,0.96,1,0.32
19,"jdy6471m","Without","First","true",3,1,"helpful","normal",2,3,"green",0.23,0.4,-1,0.17
20,"jdy6471m","Without","First","true",4,3,"helpful","normal",2,3,"blue",0.61,0.85,1,0.24
21,"jdy6471m","Without","First","true",1,0,"helpful","normal",2,3,"green",0.25,0,-1,-0.25
22,"jdy6471m","Without","First","true",3,1,"helpful","normal",2,4,"green",0.33,0.7,-1,0.37
23,"jdy6471m","Without","First","true",3,3,"helpful","normal",2,4,"blue",0.74,0.83,1,0.09
24,"jdy6471m","Without","First","true",1,3,"helpful","normal",2,4,"green",0.82,0.4,-1,-0.42
25,"jdy6471m","Without","First","true",1,1,"helpful","normal",2,4,"green",0.36,0,-1,-0.36
26,"jdy6471m","Without","First","true",3,4,"helpful","normal",2,4,"blue",0.76,0.96,1,0.2
27,"jdy6471m","Without","First","true",3,5,"helpful","normal",2,4,"blue",0.68,0.89,1,0.21
28,"jdy6471m","Without","First","true",4,5,"helpful","normal",2,4,"blue",0.66,0.99,1,0.33
29,"jdy6471m","Without","First","true",NA,1,"helpful","station_only",NA,NA,"blue",0.35,NA,1,NA
30,"jdy6471m","Without","First","true",NA,2,"helpful","station_only",NA,NA,"blue",0.42,NA,1,NA
31,"jdy6471m","Without","First","true",NA,5,"helpful","station_only",NA,NA,"blue",0.66,NA,1,NA
32,"jdy6471m","Without","First","true",NA,0,"helpful","station_only",NA,NA,"blue",0.38,NA,1,NA
33,"jdy6471m","Without","First","true",NA,3,"helpful","station_only",NA,NA,"blue",0.5,NA,1,NA
34,"jdy6471m","Without","First","true",NA,4,"helpful","station_only",NA,NA,"blue",0.57,NA,1,NA
1,"jdy6471m","Without","First","true",5,5,"bluebias","normal",1,1,"blue",0.7,1,1,0.3
2,"jdy6471m","Without","First","true",1,3,"bluebias","normal",1,1,"green",0.59,0.51,-1,-0.08
3,"jdy6471m","Without","First","true",4,5,"bluebias","normal",1,1,"blue",0.64,0.9,1,0.26
4,"jdy6471m","Without","First","true",3,5,"bluebias","normal",1,1,"blue",0.67,0.67,1,0
5,"jdy6471m","Without","First","true",4,4,"bluebias","normal",1,1,"blue",0.64,0.78,1,0.14
6,"jdy6471m","Without","First","true",3,3,"bluebias","normal",1,1,"green",0.75,0.8,-1,0.05
7,"jdy6471m","Without","First","true",4,4,"bluebias","normal",1,1,"blue",0.7,0.79,1,0.0900000000000001
8,"jdy6471m","Without","First","true",0,2,"bluebias","normal",1,2,"green",0.44,0.21,-1,-0.23
9,"jdy6471m","Without","First","true",1,4,"bluebias","normal",1,2,"green",0.68,0.49,-1,-0.19
10,"jdy6471m","Without","First","true",1,1,"bluebias","normal",1,2,"green",0.44,0.33,-1,-0.11
11,"jdy6471m","Without","First","true",0,0,"bluebias","normal",1,2,"green",0.43,0.01,-1,-0.42
12,"jdy6471m","Without","First","true",3,4,"bluebias","normal",1,2,"blue",0.67,0.73,1,0.0599999999999999
13,"jdy6471m","Without","First","true",2,2,"bluebias","normal",1,2,"green",0.48,0.41,-1,-0.07
14,"jdy6471m","Without","First","true",5,5,"bluebias","normal",1,2,"blue",0.62,0.91,1,0.29
15,"jdy6471m","Without","First","true",5,5,"bluebias","normal",2,3,"blue",0.63,1,1,0.37
16,"jdy6471m","Without","First","true",2,2,"bluebias","normal",2,3,"green",0.43,0.22,-1,-0.21
17,"jdy6471m","Without","First","true",1,1,"bluebias","normal",2,3,"green",0.35,0.14,-1,-0.21
18,"jdy6471m","Without","First","true",3,2,"bluebias","normal",2,3,"green",0.27,0.49,-1,0.22
19,"jdy6471m","Without","First","true",3,5,"bluebias","normal",2,3,"blue",0.69,0.84,1,0.15
20,"jdy6471m","Without","First","true",1,4,"bluebias","normal",2,3,"green",0.69,0.51,-1,-0.18
21,"jdy6471m","Without","First","true",5,3,"bluebias","normal",2,3,"blue",0.68,0.86,1,0.18
22,"jdy6471m","Without","First","true",4,4,"bluebias","normal",2,4,"blue",0.69,0.81,1,0.12
23,"jdy6471m","Without","First","true",1,1,"bluebias","normal",2,4,"green",0.36,0.25,-1,-0.11
24,"jdy6471m","Without","First","true",4,4,"bluebias","normal",2,4,"blue",0.71,0.88,1,0.17
25,"jdy6471m","Without","First","true",0,4,"bluebias","normal",2,4,"green",0.75,0.44,-1,-0.31
26,"jdy6471m","Without","First","true",0,2,"bluebias","normal",2,4,"green",0.41,0.26,-1,-0.15
27,"jdy6471m","Without","First","true",4,5,"bluebias","normal",2,4,"blue",0.67,0.9,1,0.23
28,"jdy6471m","Without","First","true",4,5,"bluebias","normal",2,4,"blue",0.71,0.85,1,0.14
29,"jdy6471m","Without","First","true",NA,2,"bluebias","station_only",NA,NA,"blue",0.4,NA,1,NA
30,"jdy6471m","Without","First","true",NA,0,"bluebias","station_only",NA,NA,"blue",0.34,NA,1,NA
31,"jdy6471m","Without","First","true",NA,5,"bluebias","station_only",NA,NA,"blue",0.7,NA,1,NA
32,"jdy6471m","Without","First","true",NA,4,"bluebias","station_only",NA,NA,"blue",0.69,NA,1,NA
33,"jdy6471m","Without","First","true",NA,3,"bluebias","station_only",NA,NA,"blue",0.56,NA,1,NA
34,"jdy6471m","Without","First","true",NA,1,"bluebias","station_only",NA,NA,"blue",0.34,NA,1,NA
1,"jdy6471m","Without","First","true",2,2,"random","normal",1,1,"green",0.42,0.52,-1,0.1
2,"jdy6471m","Without","First","true",5,4,"random","normal",1,1,"blue",0.66,0.91,1,0.25
3,"jdy6471m","Without","First","true",2,2,"random","normal",1,1,"green",0.39,0.24,-1,-0.15
4,"jdy6471m","Without","First","true",2,1,"random","normal",1,1,"blue",0.34,0.29,1,-0.05
5,"jdy6471m","Without","First","true",2,2,"random","normal",1,1,"green",0.34,0.26,-1,-0.08
6,"jdy6471m","Without","First","true",1,4,"random","normal",1,1,"green",0.71,0.48,-1,-0.23
7,"jdy6471m","Without","First","true",1,2,"random","normal",1,1,"green",0.37,0.25,-1,-0.12
8,"jdy6471m","Without","First","true",2,2,"random","normal",1,2,"blue",0.38,0.26,1,-0.12
9,"jdy6471m","Without","First","true",1,1,"random","normal",1,2,"green",0.39,0.26,-1,-0.13
10,"jdy6471m","Without","First","true",2,3,"random","normal",1,2,"green",0.66,0.49,-1,-0.17
11,"jdy6471m","Without","First","true",1,1,"random","normal",1,2,"green",0.36,0.27,-1,-0.09
12,"jdy6471m","Without","First","true",4,4,"random","normal",1,2,"blue",0.64,0.75,1,0.11
13,"jdy6471m","Without","First","true",4,4,"random","normal",1,2,"blue",0.76,0.86,1,0.1
14,"jdy6471m","Without","First","true",1,2,"random","normal",1,2,"green",0.37,0.24,-1,-0.13
15,"jdy6471m","Without","First","true",5,3,"random","normal",2,3,"blue",0.74,0.89,1,0.15
16,"jdy6471m","Without","First","true",1,4,"random","normal",2,3,"green",0.79,0.36,-1,-0.43
17,"jdy6471m","Without","First","true",4,1,"random","normal",2,3,"blue",0.32,0.62,1,0.3
18,"jdy6471m","Without","First","true",0,2,"random","normal",2,3,"green",0.37,0.17,-1,-0.2
19,"jdy6471m","Without","First","true",2,3,"random","normal",2,3,"green",0.67,0.79,-1,0.12
20,"jdy6471m","Without","First","true",4,2,"random","normal",2,3,"blue",0.33,0.55,1,0.22
21,"jdy6471m","Without","First","true",0,0,"random","normal",2,3,"green",0.25,0,-1,-0.25
22,"jdy6471m","Without","First","true",1,3,"random","normal",2,4,"blue",0.75,0.39,1,-0.36
23,"jdy6471m","Without","First","true",1,4,"random","normal",2,4,"green",0.73,0.49,-1,-0.24
24,"jdy6471m","Without","First","true",3,3,"random","normal",2,4,"blue",0.67,0.78,1,0.11
25,"jdy6471m","Without","First","true",3,3,"random","normal",2,4,"blue",0.71,0.83,1,0.12
26,"jdy6471m","Without","First","true",4,5,"random","normal",2,4,"blue",0.85,0.92,1,0.0700000000000001
27,"jdy6471m","Without","First","true",5,3,"random","normal",2,4,"blue",0.76,0.9,1,0.14
28,"jdy6471m","Without","First","true",4,2,"random","normal",2,4,"blue",0.3,0.57,1,0.27
29,"jdy6471m","Without","First","true",NA,0,"random","station_only",NA,NA,"blue",0.36,NA,1,NA
30,"jdy6471m","Without","First","true",NA,4,"random","station_only",NA,NA,"blue",0.68,NA,1,NA
31,"jdy6471m","Without","First","true",NA,3,"random","station_only",NA,NA,"blue",0.55,NA,1,NA
32,"jdy6471m","Without","First","true",NA,2,"random","station_only",NA,NA,"blue",0.4,NA,1,NA
33,"jdy6471m","Without","First","true",NA,5,"random","station_only",NA,NA,"blue",0.67,NA,1,NA
34,"jdy6471m","Without","First","true",NA,1,"random","station_only",NA,NA,"blue",0.39,NA,1,NA
1,"jdy6471m","Without","First","true",5,2,"opposite","normal",1,1,"blue",0.37,0.51,1,0.14
2,"jdy6471m","Without","First","true",3,0,"opposite","normal",1,1,"blue",0.64,0.67,1,0.03
3,"jdy6471m","Without","First","true",2,4,"opposite","normal",1,1,"green",0.34,0.34,-1,0
4,"jdy6471m","Without","First","true",1,5,"opposite","normal",1,1,"green",0.34,0.34,-1,0
5,"jdy6471m","Without","First","true",2,3,"opposite","normal",1,1,"green",0.36,0.33,-1,-0.03
6,"jdy6471m","Without","First","true",0,4,"opposite","normal",1,1,"green",0.35,0.29,-1,-0.06
7,"jdy6471m","Without","First","true",3,1,"opposite","normal",1,1,"blue",0.34,0.34,1,0
8,"jdy6471m","Without","First","true",0,5,"opposite","normal",1,2,"green",0.3,0.3,-1,0
9,"jdy6471m","Without","First","true",2,3,"opposite","normal",1,2,"green",0.33,0.33,-1,0
10,"jdy6471m","Without","First","true",4,0,"opposite","normal",1,2,"blue",0.67,0.69,1,0.0199999999999999
11,"jdy6471m","Without","First","true",0,4,"opposite","normal",1,2,"green",0.36,0.31,-1,-0.05
12,"jdy6471m","Without","First","true",4,2,"opposite","normal",1,2,"blue",0.67,0.72,1,0.0499999999999999
13,"jdy6471m","Without","First","true",1,4,"opposite","normal",1,2,"green",0.33,0.31,-1,-0.02
14,"jdy6471m","Without","First","true",5,1,"opposite","normal",1,2,"blue",0.7,0.72,1,0.02
15,"jdy6471m","Without","First","true",4,1,"opposite","normal",2,3,"blue",0.57,0.57,1,0
16,"jdy6471m","Without","First","true",3,2,"opposite","normal",2,3,"blue",0.56,0.56,1,0
17,"jdy6471m","Without","First","true",4,1,"opposite","normal",2,3,"blue",0.56,0.56,1,0
18,"jdy6471m","Without","First","true",3,0,"opposite","normal",2,3,"blue",0.65,0.65,1,0
19,"jdy6471m","Without","First","true",5,1,"opposite","normal",2,3,"blue",0.62,0.66,1,0.04
20,"jdy6471m","Without","First","true",0,4,"opposite","normal",2,3,"green",0.39,0.39,-1,0
21,"jdy6471m","Without","First","true",2,4,"opposite","normal",2,3,"green",0.38,0.38,-1,0
22,"jdy6471m","Without","First","true",2,4,"opposite","normal",2,4,"green",0.35,0.35,-1,0
23,"jdy6471m","Without","First","true",4,1,"opposite","normal",2,4,"blue",0.67,0.7,1,0.0299999999999999
24,"jdy6471m","Without","First","true",1,3,"opposite","normal",2,4,"green",0.36,0.4,-1,0.04
25,"jdy6471m","Without","First","true",3,1,"opposite","normal",2,4,"blue",0.51,0.5,1,-0.01
26,"jdy6471m","Without","First","true",1,4,"opposite","normal",2,4,"green",0.45,0.48,-1,0.03
27,"jdy6471m","Without","First","true",2,3,"opposite","normal",2,4,"green",0.49,0.49,-1,0
28,"jdy6471m","Without","First","true",4,1,"opposite","normal",2,4,"blue",0.54,0.52,1,-0.02
29,"jdy6471m","Without","First","true",NA,3,"opposite","station_only",NA,NA,"blue",0.45,NA,1,NA
30,"jdy6471m","Without","First","true",NA,4,"opposite","station_only",NA,NA,"blue",0.45,NA,1,NA
31,"jdy6471m","Without","First","true",NA,2,"opposite","station_only",NA,NA,"blue",0.55,NA,1,NA
32,"jdy6471m","Without","First","true",NA,1,"opposite","station_only",NA,NA,"blue",0.56,NA,1,NA
33,"jdy6471m","Without","First","true",NA,5,"opposite","station_only",NA,NA,"blue",0.43,NA,1,NA
34,"jdy6471m","Without","First","true",NA,0,"opposite","station_only",NA,NA,"blue",0.61,NA,1,NA
1,"x6f4bju0","Without","First","true",1,4,"opposite","normal",1,1,"green",1,0,-1,-1
2,"x6f4bju0","Without","First","true",4,1,"opposite","normal",1,1,"blue",0,1,1,1
3,"x6f4bju0","Without","First","true",1,4,"opposite","normal",1,1,"green",1,0,-1,-1
4,"x6f4bju0","Without","First","true",2,1,"opposite","normal",1,1,"blue",0,0,1,0
5,"x6f4bju0","Without","First","true",4,1,"opposite","normal",1,1,"blue",0,1,1,1
6,"x6f4bju0","Without","First","true",2,4,"opposite","normal",1,1,"green",1,0,-1,-1
7,"x6f4bju0","Without","First","true",5,2,"opposite","normal",1,1,"blue",0,1,1,1
8,"x6f4bju0","Without","First","true",0,3,"opposite","normal",1,2,"green",1,0,-1,-1
9,"x6f4bju0","Without","First","true",1,5,"opposite","normal",1,2,"green",1,0,-1,-1
10,"x6f4bju0","Without","First","true",4,0,"opposite","normal",1,2,"blue",0,1,1,1
11,"x6f4bju0","Without","First","true",3,2,"opposite","normal",1,2,"blue",1,1,1,0
12,"x6f4bju0","Without","First","true",4,1,"opposite","normal",1,2,"blue",1,1,1,0
13,"x6f4bju0","Without","First","true",3,2,"opposite","normal",1,2,"blue",1,1,1,0
14,"x6f4bju0","Without","First","true",2,4,"opposite","normal",1,2,"green",0,0,-1,0
15,"x6f4bju0","Without","First","true",5,3,"opposite","normal",2,3,"blue",0,1,1,1
16,"x6f4bju0","Without","First","true",0,5,"opposite","normal",2,3,"green",1,0,-1,-1
17,"x6f4bju0","Without","First","true",2,4,"opposite","normal",2,3,"green",0,0,-1,0
18,"x6f4bju0","Without","First","true",3,2,"opposite","normal",2,3,"blue",1,1,1,0
19,"x6f4bju0","Without","First","true",4,1,"opposite","normal",2,3,"blue",1,1,1,0
20,"x6f4bju0","Without","First","true",2,4,"opposite","normal",2,3,"green",0,0,-1,0
21,"x6f4bju0","Without","First","true",5,3,"opposite","normal",2,3,"blue",0,1,1,1
22,"x6f4bju0","Without","First","true",3,4,"opposite","normal",2,4,"green",0,1,-1,1
23,"x6f4bju0","Without","First","true",4,2,"opposite","normal",2,4,"blue",1,1,1,0
24,"x6f4bju0","Without","First","true",5,0,"opposite","normal",2,4,"blue",1,1,1,0
25,"x6f4bju0","Without","First","true",0,5,"opposite","normal",2,4,"green",0,0,-1,0
26,"x6f4bju0","Without","First","true",1,5,"opposite","normal",2,4,"green",0,0,-1,0
27,"x6f4bju0","Without","First","true",2,2,"opposite","normal",2,4,"green",1,0,-1,-1
28,"x6f4bju0","Without","First","true",1,2,"opposite","normal",2,4,"green",0,0,-1,0
29,"x6f4bju0","Without","First","true",NA,3,"opposite","station_only",NA,NA,"blue",1,NA,1,NA
30,"x6f4bju0","Without","First","true",NA,1,"opposite","station_only",NA,NA,"blue",0,NA,1,NA
31,"x6f4bju0","Without","First","true",NA,5,"opposite","station_only",NA,NA,"blue",1,NA,1,NA
32,"x6f4bju0","Without","First","true",NA,4,"opposite","station_only",NA,NA,"blue",1,NA,1,NA
33,"x6f4bju0","Without","First","true",NA,2,"opposite","station_only",NA,NA,"blue",0,NA,1,NA
34,"x6f4bju0","Without","First","true",NA,0,"opposite","station_only",NA,NA,"blue",0,NA,1,NA
1,"x6f4bju0","Without","First","true",0,1,"helpful","normal",1,1,"green",0,0,-1,0
2,"x6f4bju0","Without","First","true",3,2,"helpful","normal",1,1,"blue",0,1,1,1
3,"x6f4bju0","Without","First","true",3,5,"helpful","normal",1,1,"blue",1,1,1,0
4,"x6f4bju0","Without","First","true",4,3,"helpful","normal",1,1,"blue",1,1,1,0
5,"x6f4bju0","Without","First","true",1,3,"helpful","normal",1,1,"green",1,0,-1,-1
6,"x6f4bju0","Without","First","true",3,0,"helpful","normal",1,1,"green",0,1,-1,1
7,"x6f4bju0","Without","First","true",2,1,"helpful","normal",1,1,"green",0,0,-1,0
8,"x6f4bju0","Without","First","true",1,1,"helpful","normal",1,2,"green",0,0,-1,0
9,"x6f4bju0","Without","First","true",4,5,"helpful","normal",1,2,"blue",1,1,1,0
10,"x6f4bju0","Without","First","true",0,0,"helpful","normal",1,2,"green",0,0,-1,0
11,"x6f4bju0","Without","First","true",4,3,"helpful","normal",1,2,"blue",1,1,1,0
12,"x6f4bju0","Without","First","true",1,1,"helpful","normal",1,2,"green",0,0,-1,0
13,"x6f4bju0","Without","First","true",5,3,"helpful","normal",1,2,"blue",1,1,1,0
14,"x6f4bju0","Without","First","true",0,2,"helpful","normal",1,2,"green",0,0,-1,0
