"trial_number_within_block","completion_code","condition","news_station_first","with_independent_council","X_I","X_F","source_type","block_stage","block_half","block_quarter","correct_state","posterior_blue_I","posterior_blue_F","ground_truth","change_of_mind"
19,"5yxs73vp","Without","First","true",2,2,"bluebias","normal",2,3,"green",0.09,0.07,-1,-0.02
20,"5yxs73vp","Without","First","true",0,4,"bluebias","normal",2,3,"green",0.97,0.18,-1,-0.79
21,"5yxs73vp","Without","First","true",5,5,"bluebias","normal",2,3,"blue",1,1,1,0
22,"5yxs73vp","Without","First","true",0,2,"bluebias","normal",2,4,"green",0.25,0,-1,-0.25
23,"5yxs73vp","Without","First","true",2,3,"bluebias","normal",2,4,"green",0.87,0.49,-1,-0.38
24,"5yxs73vp","Without","First","true",1,5,"bluebias","normal",2,4,"blue",1,0.21,1,-0.79
25,"5yxs73vp","Without","First","true",2,4,"bluebias","normal",2,4,"green",1,0.55,-1,-0.45
26,"5yxs73vp","Without","First","true",1,3,"bluebias","normal",2,4,"green",0.29,0,-1,-0.29
27,"5yxs73vp","Without","First","true",1,0,"bluebias","normal",2,4,"green",0,0.02,-1,0.02
28,"5yxs73vp","Without","First","true",5,4,"bluebias","normal",2,4,"blue",0.97,1,1,0.03
29,"5yxs73vp","Without","First","true",NA,0,"bluebias","station_only",NA,NA,"blue",0.1,NA,1,NA
30,"5yxs73vp","Without","First","true",NA,3,"bluebias","station_only",NA,NA,"blue",0.78,NA,1,NA
31,"5yxs73vp","Without","First","true",NA,2,"bluebias","station_only",NA,NA,"blue",0.26,NA,1,NA
32,"5yxs73vp","Without","First","true",NA,1,"bluebias","station_only",NA,NA,"blue",0.16,NA,1,NA
33,"5yxs73vp","Without","First","true",NA,4,"bluebias","station_only",NA,NA,"blue",1,NA,1,NA
34,"5yxs73vp","Without","First","true",NA,5,"bluebias","station_only",NA,NA,"blue",1,NA,1,NA
1,"5yxs73vp","Without","First","true",1,4,"opposite","normal",1,1,"green",0.88,0.31,-1,-0.57
2,"5yxs73vp","Without","First","true",1,3,"opposite","normal",1,1,"green",0.75,0.16,-1,-0.59
3,"5yxs73vp","Without","First","true",1,3,"opposite","normal",1,1,"green",0.67,0.06,-1,-0.61
4,"5yxs73vp","Without","First","true",2,4,"opposite","normal",1,1,"green",0.66,0.26,-1,-0.4
5,"5yxs73vp","Without","First","true",4,1,"opposite","normal",1,1,"blue",0,0.92,1,0.92
6,"5yxs73vp","Without","First","true",4,2,"opposite","normal",1,1,"blue",0.74,0.97,1,0.23
7,"5yxs73vp","Without","First","true",2,5,"opposite","normal",1,1,"green",0,0,-1,0
8,"5yxs73vp","Without","First","true",1,3,"opposite","normal",1,2,"green",0.11,0,-1,-0.11
9,"5yxs73vp","Without","First","true",1,4,"opposite","normal",1,2,"green",0.27,0,-1,-0.27
10,"5yxs73vp","Without","First","true",2,1,"opposite","normal",1,2,"blue",1,0.76,1,-0.24
11,"5yxs73vp","Without","First","true",1,3,"opposite","normal",1,2,"green",0.15,0,-1,-0.15
12,"5yxs73vp","Without","First","true",2,1,"opposite","normal",1,2,"blue",0.82,0.67,1,-0.15
13,"5yxs73vp","Without","First","true",5,3,"opposite","normal",1,2,"blue",0.23,0.59,1,0.36
14,"5yxs73vp","Without","First","true",0,3,"opposite","normal",1,2,"green",0.32,0,-1,-0.32
15,"5yxs73vp","Without","First","true",0,3,"opposite","normal",2,3,"green",0.31,0,-1,-0.31
16,"5yxs73vp","Without","First","true",2,4,"opposite","normal",2,3,"green",0.23,0.26,-1,0.03
17,"5yxs73vp","Without","First","true",0,2,"opposite","normal",2,3,"green",0.64,0.62,-1,-0.02
18,"5yxs73vp","Without","First","true",2,0,"opposite","normal",2,3,"blue",0.57,0.36,1,-0.21
19,"5yxs73vp","Without","First","true",3,1,"opposite","normal",2,3,"blue",0.27,0.92,1,0.65
20,"5yxs73vp","Without","First","true",4,0,"opposite","normal",2,3,"blue",0.37,1,1,0.63
21,"5yxs73vp","Without","First","true",5,1,"opposite","normal",2,3,"blue",1,1,1,0
22,"5yxs73vp","Without","First","true",0,4,"opposite","normal",2,4,"green",0,0,-1,0
23,"5yxs73vp","Without","First","true",3,0,"opposite","normal",2,4,"blue",1,0.91,1,-0.09
24,"5yxs73vp","Without","First","true",3,1,"opposite","normal",2,4,"blue",1,0.91,1,-0.09
25,"5yxs73vp","Without","First","true",2,2,"opposite","normal",2,4,"blue",0.76,0.6,1,-0.16
26,"5yxs73vp","Without","First","true",4,3,"opposite","normal",2,4,"blue",0.27,0.71,1,0.44
27,"5yxs73vp","Without","First","true",1,5,"opposite","normal",2,4,"green",0,0,-1,0
28,"5yxs73vp","Without","First","true",2,1,"opposite","normal",2,4,"blue",1,0.38,1,-0.62
29,"5yxs73vp","Without","First","true",NA,0,"opposite","station_only",NA,NA,"blue",0.84,NA,1,NA
30,"5yxs73vp","Without","First","true",NA,2,"opposite","station_only",NA,NA,"blue",0.76,NA,1,NA
31,"5yxs73vp","Without","First","true",NA,1,"opposite","station_only",NA,NA,"blue",0.72,NA,1,NA
32,"5yxs73vp","Without","First","true",NA,4,"opposite","station_only",NA,NA,"blue",0,NA,1,NA
33,"5yxs73vp","Without","First","true",NA,3,"opposite","station_only",NA,NA,"blue",0.22,NA,1,NA
34,"5yxs73vp","Without","First","true",NA,5,"opposite","station_only",NA,NA,"blue",0,NA,1,NA
1,"5yxs73vp","Without","First","true",4,2,"random","normal",1,1,"blue",0.16,0.82,1,0.66
2,"5yxs73vp","Without","First","true",1,3,"random","normal",1,1,"green",0.35,0.02,-1,-0.33
3,"5yxs73vp","Without","First","true",3,2,"random","normal",1,1,"blue",0.73,0.85,1,0.12
4,"5yxs73vp","Without","First","true",2,0,"random","normal",1,1,"blue",0.1,0.21,1,0.11
5,"5yxs73vp","Without","First","true",1,3,"random","normal",1,1,"green",0.41,0.24,-1,-0.17
6,"5yxs73vp","Without","First","true",3,3,"random","normal",1,1,"blue",0.34,0.68,1,0.34
7,"5yxs73vp","Without","First","true",3,4,"random","normal",1,1,"green",0.8,0.7,-1,-0.1
8,"5yxs73vp","Without","First","true",4,0,"random","normal",1,2,"blue",0,0.69,1,0.69
9,"5yxs73vp","Without","First","true",5,2,"random","normal",1,2,"blue",0.32,1,1,0.68
10,"5yxs73vp","Without","First","true",0,2,"random","normal",1,2,"green",0.58,0.08,-1,-0.5
11,"5yxs73vp","Without","First","true",3,4,"random","normal",1,2,"blue",0.8,0.7,1,-0.1
12,"5yxs73vp","Without","First","true",3,2,"random","normal",1,2,"green",0.28,0.48,-1,0.2
13,"5yxs73vp","Without","First","true",3,2,"random","normal",1,2,"blue",0.78,0.77,1,-0.01
14,"5yxs73vp","Without","First","true",1,1,"random","normal",1,2,"green",0.31,0.31,-1,0
15,"5yxs73vp","Without","First","true",2,3,"random","normal",2,3,"green",0.78,0.47,-1,-0.31
16,"5yxs73vp","Without","First","true",5,3,"random","normal",2,3,"blue",0.22,1,1,0.78
17,"5yxs73vp","Without","First","true",2,1,"random","normal",2,3,"green",0.27,0.2,-1,-0.07
18,"5yxs73vp","Without","First","true",2,2,"random","normal",2,3,"green",0.66,0.23,-1,-0.43
19,"5yxs73vp","Without","First","true",2,4,"random","normal",2,3,"green",0.74,0.5,-1,-0.24
20,"5yxs73vp","Without","First","true",4,4,"random","normal",2,3,"blue",0.73,0.89,1,0.16
21,"5yxs73vp","Without","First","true",5,2,"random","normal",2,3,"blue",0.73,0.99,1,0.26
22,"5yxs73vp","Without","First","true",3,3,"random","normal",2,4,"blue",0.32,0.66,1,0.34
23,"5yxs73vp","Without","First","true",5,1,"random","normal",2,4,"blue",0.27,1,1,0.73
24,"5yxs73vp","Without","First","true",3,2,"random","normal",2,4,"blue",0.76,0.79,1,0.03
25,"5yxs73vp","Without","First","true",0,1,"random","normal",2,4,"green",0.66,0,-1,-0.66
26,"5yxs73vp","Without","First","true",0,1,"random","normal",2,4,"green",0.64,0,-1,-0.64
27,"5yxs73vp","Without","First","true",1,2,"random","normal",2,4,"green",0.34,0.11,-1,-0.23
28,"5yxs73vp","Without","First","true",1,2,"random","normal",2,4,"green",0.26,0.13,-1,-0.13
29,"5yxs73vp","Without","First","true",NA,1,"random","station_only",NA,NA,"blue",0.43,NA,1,NA
30,"5yxs73vp","Without","First","true",NA,0,"random","station_only",NA,NA,"blue",0.04,NA,1,NA
31,"5yxs73vp","Without","First","true",NA,4,"random","station_only",NA,NA,"blue",0.66,NA,1,NA
32,"5yxs73vp","Without","First","true",NA,5,"random","station_only",NA,NA,"blue",0.86,NA,1,NA
33,"5yxs73vp","Without","First","true",NA,3,"random","station_only",NA,NA,"blue",0.61,NA,1,NA
34,"5yxs73vp","Without","First","true",NA,2,"random","station_only",NA,NA,"blue",0.42,NA,1,NA
1,"5yxs73vp","Without","First","true",3,3,"helpful","normal",1,1,"blue",0.72,0.86,1,0.14
2,"5yxs73vp","Without","First","true",0,1,"helpful","normal",1,1,"green",0,0,-1,0
3,"5yxs73vp","Without","First","true",5,4,"helpful","normal",1,1,"blue",1,1,1,0
4,"5yxs73vp","Without","First","true",5,3,"helpful","normal",1,1,"blue",1,1,1,0
5,"5yxs73vp","Without","First","true",1,2,"helpful","normal",1,1,"green",0,0,-1,0
6,"5yxs73vp","Without","First","true",3,4,"helpful","normal",1,1,"blue",1,0.97,1,-0.03
7,"5yxs73vp","Without","First","true",3,2,"helpful","normal",1,1,"blue",0.08,0.39,1,0.31
8,"5yxs73vp","Without","First","true",4,4,"helpful","normal",1,2,"blue",1,1,1,0
9,"5yxs73vp","Without","First","true",4,3,"helpful","normal",1,2,"blue",0.75,1,1,0.25
10,"5yxs73vp","Without","First","true",2,0,"helpful","normal",1,2,"green",0,0.06,-1,0.06
11,"5yxs73vp","Without","First","true",1,0,"helpful","normal",1,2,"green",0,0,-1,0
12,"5yxs73vp","Without","First","true",1,3,"helpful","normal",1,2,"green",0.84,0.54,-1,-0.3
13,"5yxs73vp","Without","First","true",0,2,"helpful","normal",1,2,"green",0.11,0,-1,-0.11
14,"5yxs73vp","Without","First","true",0,0,"helpful","normal",1,2,"green",0,0,-1,0
15,"5yxs73vp","Without","First","true",2,1,"helpful","normal",2,3,"green",0,0.04,-1,0.04
16,"5yxs73vp","Without","First","true",3,0,"helpful","normal",2,3,"green",0,0.5,-1,0.5
17,"5yxs73vp","Without","First","true",0,1,"helpful","normal",2,3,"green",0,0,-1,0
18,"5yxs73vp","Without","First","true",0,0,"helpful","normal",2,3,"green",0,0,-1,0
19,"5yxs73vp","Without","First","true",5,3,"helpful","normal",2,3,"blue",0.79,1,1,0.21
20,"5yxs73vp","Without","First","true",5,2,"helpful","normal",2,3,"blue",0.08,0.51,1,0.43
21,"5yxs73vp","Without","First","true",4,3,"helpful","normal",2,3,"blue",0.89,1,1,0.11
22,"5yxs73vp","Without","First","true",2,1,"helpful","normal",2,4,"green",0,0.16,-1,0.16
23,"5yxs73vp","Without","First","true",4,2,"helpful","normal",2,4,"blue",0.04,0.53,1,0.49
24,"5yxs73vp","Without","First","true",2,2,"helpful","normal",2,4,"green",0.18,0.12,-1,-0.06
25,"5yxs73vp","Without","First","true",4,5,"helpful","normal",2,4,"blue",1,1,1,0
26,"5yxs73vp","Without","First","true",2,0,"helpful","normal",2,4,"green",0,0.03,-1,0.03
27,"5yxs73vp","Without","First","true",5,3,"helpful","normal",2,4,"blue",1,1,1,0
28,"5yxs73vp","Without","First","true",1,4,"helpful","normal",2,4,"blue",1,0.45,1,-0.55
29,"5yxs73vp","Without","First","true",NA,0,"helpful","station_only",NA,NA,"blue",0,NA,1,NA
30,"5yxs73vp","Without","First","true",NA,1,"helpful","station_only",NA,NA,"blue",0,NA,1,NA
31,"5yxs73vp","Without","First","true",NA,3,"helpful","station_only",NA,NA,"blue",0.19,NA,1,NA
32,"5yxs73vp","Without","First","true",NA,4,"helpful","station_only",NA,NA,"blue",0.98,NA,1,NA
33,"5yxs73vp","Without","First","true",NA,5,"helpful","station_only",NA,NA,"blue",1,NA,1,NA
34,"5yxs73vp","Without","First","true",NA,2,"helpful","station_only",NA,NA,"blue",0.5,NA,1,NA
1,"y5fg4r0r","Without","First","true",3,2,"random","normal",1,1,"blue",0.34,0.51,1,0.17
2,"y5fg4r0r","Without","First","true",1,3,"random","normal",1,1,"green",0.51,0.13,-1,-0.38
3,"y5fg4r0r","Without","First","true",5,0,"random","normal",1,1,"blue",0.09,0.62,1,0.53
4,"y5fg4r0r","Without","First","true",4,2,"random","normal",1,1,"blue",0.41,0.79,1,0.38
5,"y5fg4r0r","Without","First","true",2,3,"random","normal",1,1,"green",0.75,0.38,-1,-0.37
6,"y5fg4r0r","Without","First","true",0,1,"random","normal",1,1,"green",0.22,0,-1,-0.22
7,"y5fg4r0r","Without","First","true",1,1,"random","normal",1,1,"green",0.14,0.05,-1,-0.09
8,"y5fg4r0r","Without","First","true",4,4,"random","normal",1,2,"blue",0.84,0.92,1,0.0800000000000001
9,"y5fg4r0r","Without","First","true",3,3,"random","normal",1,2,"green",0.58,0.7,-1,0.12
10,"y5fg4r0r","Without","First","true",2,2,"random","normal",1,2,"blue",0.31,0.2,1,-0.11
11,"y5fg4r0r","Without","First","true",0,4,"random","normal",1,2,"green",0.87,0.42,-1,-0.45
12,"y5fg4r0r","Without","First","true",5,4,"random","normal",1,2,"blue",0.88,1,1,0.12
13,"y5fg4r0r","Without","First","true",0,3,"random","normal",1,2,"green",0.8,0.43,-1,-0.37
14,"y5fg4r0r","Without","First","true",1,1,"random","normal",1,2,"green",0.16,0.08,-1,-0.08
15,"y5fg4r0r","Without","First","true",2,2,"random","normal",2,3,"green",0.29,0.21,-1,-0.08
16,"y5fg4r0r","Without","First","true",3,3,"random","normal",2,3,"blue",0.64,0.61,1,-0.03
17,"y5fg4r0r","Without","First","true",4,2,"random","normal",2,3,"blue",0.37,0.59,1,0.22
18,"y5fg4r0r","Without","First","true",2,1,"random","normal",2,3,"green",0.21,0.21,-1,0
19,"y5fg4r0r","Without","First","true",2,2,"random","normal",2,3,"green",0.31,0.31,-1,0
20,"y5fg4r0r","Without","First","true",3,1,"random","normal",2,3,"blue",0.28,0.59,1,0.31
21,"y5fg4r0r","Without","First","true",1,2,"random","normal",2,3,"green",0.5,0.25,-1,-0.25
22,"y5fg4r0r","Without","First","true",1,5,"random","normal",2,4,"green",0.63,0.44,-1,-0.19
23,"y5fg4r0r","Without","First","true",3,2,"random","normal",2,4,"blue",0.45,0.62,1,0.17
24,"y5fg4r0r","Without","First","true",5,2,"random","normal",2,4,"blue",0.5,0.86,1,0.36
25,"y5fg4r0r","Without","First","true",0,2,"random","normal",2,4,"green",0.5,0.02,-1,-0.48
26,"y5fg4r0r","Without","First","true",5,1,"random","normal",2,4,"blue",0.46,0.77,1,0.31
27,"y5fg4r0r","Without","First","true",4,3,"random","normal",2,4,"blue",0.56,0.64,1,0.08
28,"y5fg4r0r","Without","First","true",5,4,"random","normal",2,4,"blue",0.64,0.99,1,0.35
29,"y5fg4r0r","Without","First","true",NA,5,"random","station_only",NA,NA,"blue",0.58,NA,1,NA
30,"y5fg4r0r","Without","First","true",NA,1,"random","station_only",NA,NA,"blue",0.38,NA,1,NA
31,"y5fg4r0r","Without","First","true",NA,0,"random","station_only",NA,NA,"blue",0.38,NA,1,NA
32,"y5fg4r0r","Without","First","true",NA,3,"random","station_only",NA,NA,"blue",0.55,NA,1,NA
33,"y5fg4r0r","Without","First","true",NA,2,"random","station_only",NA,NA,"blue",0.5,NA,1,NA
34,"y5fg4r0r","Without","First","true",NA,4,"random","station_only",NA,NA,"blue",0.55,NA,1,NA
1,"y5fg4r0r","Without","First","true",5,1,"opposite","normal",1,1,"blue",0.26,0.72,1,0.46
2,"y5fg4r0r","Without","First","true",1,4,"opposite","normal",1,1,"green",0.55,0.43,-1,-0.12
3,"y5fg4r0r","Without","First","true",5,0,"opposite","normal",1,1,"blue",0.37,0.68,1,0.31
4,"y5fg4r0r","Without","First","true",2,0,"opposite","normal",1,1,"blue",0.5,0.57,1,0.07
5,"y5fg4r0r","Without","First","true",2,4,"opposite","normal",1,1,"green",0.58,0.44,-1,-0.14
6,"y5fg4r0r","Without","First","true",3,1,"opposite","normal",1,1,"blue",0.39,0.63,1,0.24
7,"y5fg4r0r","Without","First","true",4,1,"opposite","normal",1,1,"blue",0.35,0.68,1,0.33
8,"y5fg4r0r","Without","First","true",4,1,"opposite","normal",1,2,"blue",0.38,0.79,1,0.41
9,"y5fg4r0r","Without","First","true",4,0,"opposite","normal",1,2,"blue",0.4,0.68,1,0.28
10,"y5fg4r0r","Without","First","true",2,4,"opposite","normal",1,2,"green",0.52,0.44,-1,-0.08
11,"y5fg4r0r","Without","First","true",1,3,"opposite","normal",1,2,"green",0.55,0.45,-1,-0.1
12,"y5fg4r0r","Without","First","true",0,3,"opposite","normal",1,2,"green",0.5,0.39,-1,-0.11
13,"y5fg4r0r","Without","First","true",0,3,"opposite","normal",1,2,"green",0.59,0.28,-1,-0.31
14,"y5fg4r0r","Without","First","true",3,1,"opposite","normal",1,2,"blue",0.23,0.73,1,0.5
15,"y5fg4r0r","Without","First","true",1,3,"opposite","normal",2,3,"green",0.59,0.38,-1,-0.21
16,"y5fg4r0r","Without","First","true",2,4,"opposite","normal",2,3,"green",0.6,0.37,-1,-0.23
17,"y5fg4r0r","Without","First","true",2,5,"opposite","normal",2,3,"green",0.63,0.42,-1,-0.21
18,"y5fg4r0r","Without","First","true",0,4,"opposite","normal",2,3,"green",0.65,0.29,-1,-0.36
19,"y5fg4r0r","Without","First","true",5,0,"opposite","normal",2,3,"blue",0.48,0.74,1,0.26
20,"y5fg4r0r","Without","First","true",4,2,"opposite","normal",2,3,"blue",0.5,0.76,1,0.26
21,"y5fg4r0r","Without","First","true",4,2,"opposite","normal",2,3,"blue",0.5,0.82,1,0.32
22,"y5fg4r0r","Without","First","true",0,4,"opposite","normal",2,4,"green",0.59,0.37,-1,-0.22
23,"y5fg4r0r","Without","First","true",2,4,"opposite","normal",2,4,"green",0.56,0.5,-1,-0.0600000000000001
24,"y5fg4r0r","Without","First","true",4,2,"opposite","normal",2,4,"blue",0.5,0.65,1,0.15
25,"y5fg4r0r","Without","First","true",4,0,"opposite","normal",2,4,"blue",0.46,0.63,1,0.17
26,"y5fg4r0r","Without","First","true",1,5,"opposite","normal",2,4,"green",0.68,0.29,-1,-0.39
27,"y5fg4r0r","Without","First","true",5,0,"opposite","normal",2,4,"blue",0.45,0.65,1,0.2
28,"y5fg4r0r","Without","First","true",2,4,"opposite","normal",2,4,"green",0.54,0.38,-1,-0.16
29,"y5fg4r0r","Without","First","true",NA,4,"opposite","station_only",NA,NA,"blue",0.41,NA,1,NA
30,"y5fg4r0r","Without","First","true",NA,5,"opposite","station_only",NA,NA,"blue",0.41,NA,1,NA
31,"y5fg4r0r","Without","First","true",NA,1,"opposite","station_only",NA,NA,"blue",0.36,NA,1,NA
32,"y5fg4r0r","Without","First","true",NA,3,"opposite","station_only",NA,NA,"blue",0.4,NA,1,NA
33,"y5fg4r0r","Without","First","true",NA,0,"opposite","station_only",NA,NA,"blue",0.65,NA,1,NA
34,"y5fg4r0r","Without","First","true",NA,2,"opposite","station_only",NA,NA,"blue",0.47,NA,1,NA
1,"y5fg4r0r","Without","First","true",4,5,"bluebias","normal",1,1,"blue",0.77,0.99,1,0.22
2,"y5fg4r0r","Without","First","true",3,4,"bluebias","normal",1,1,"blue",0.85,0.91,1,0.0600000000000001
3,"y5fg4r0r","Without","First","true",3,5,"bluebias","normal",1,1,"green",0.91,0.99,-1,0.08
4,"y5fg4r0r","Without","First","true",2,4,"bluebias","normal",1,1,"blue",0.89,0.75,1,-0.14
5,"y5fg4r0r","Without","First","true",4,5,"bluebias","normal",1,1,"blue",0.91,1,1,0.09
6,"y5fg4r0r","Without","First","true",4,4,"bluebias","normal",1,1,"blue",0.9,0.99,1,0.09
7,"y5fg4r0r","Without","First","true",4,5,"bluebias","normal",1,1,"blue",0.97,1,1,0.03
8,"y5fg4r0r","Without","First","true",2,4,"bluebias","normal",1,2,"green",0.96,0.91,-1,-0.0499999999999999
9,"y5fg4r0r","Without","First","true",4,5,"bluebias","normal",1,2,"blue",0.95,1,1,0.05
10,"y5fg4r0r","Without","First","true",5,5,"bluebias","normal",1,2,"blue",0.9,1,1,0.1
11,"y5fg4r0r","Without","First","true",1,4,"bluebias","normal",1,2,"green",0.9,0.9,-1,0
12,"y5fg4r0r","Without","First","true",0,2,"bluebias","normal",1,2,"green",0.29,0.01,-1,-0.28
13,"y5fg4r0r","Without","First","true",0,2,"bluebias","normal",1,2,"green",0.32,0.03,-1,-0.29
14,"y5fg4r0r","Without","First","true",1,1,"bluebias","normal",1,2,"green",0.27,0.1,-1,-0.17
15,"y5fg4r0r","Without","First","true",3,4,"bluebias","normal",2,3,"blue",0.83,0.93,1,0.1
16,"y5fg4r0r","Without","First","true",3,3,"bluebias","normal",2,3,"green",0.93,0.98,-1,0.0499999999999999
17,"y5fg4r0r","Without","First","true",1,2,"bluebias","normal",2,3,"green",0.08,0.02,-1,-0.06
18,"y5fg4r0r","Without","First","true",0,1,"bluebias","normal",2,3,"green",0.14,0.02,-1,-0.12
19,"y5fg4r0r","Without","First","true",1,4,"bluebias","normal",2,3,"green",0.88,0.26,-1,-0.62
20,"y5fg4r0r","Without","First","true",4,5,"bluebias","normal",2,3,"blue",0.89,0.99,1,0.1
21,"y5fg4r0r","Without","First","true",4,4,"bluebias","normal",2,3,"blue",0.91,1,1,0.09
22,"y5fg4r0r","Without","First","true",1,2,"bluebias","normal",2,4,"green",0.39,0.05,-1,-0.34
23,"y5fg4r0r","Without","First","true",1,3,"bluebias","normal",2,4,"green",0.74,0.19,-1,-0.55
24,"y5fg4r0r","Without","First","true",1,3,"bluebias","normal",2,4,"green",0.82,0.36,-1,-0.46
25,"y5fg4r0r","Without","First","true",3,4,"bluebias","normal",2,4,"blue",0.86,0.93,1,0.0700000000000001
26,"y5fg4r0r","Without","First","true",4,4,"bluebias","normal",2,4,"blue",0.81,0.98,1,0.17
27,"y5fg4r0r","Without","First","true",2,5,"bluebias","normal",2,4,"blue",0.92,0.82,1,-0.1
28,"y5fg4r0r","Without","First","true",1,1,"bluebias","normal",2,4,"green",0.12,0.02,-1,-0.1
29,"y5fg4r0r","Without","First","true",NA,2,"bluebias","station_only",NA,NA,"blue",0.22,NA,1,NA
30,"y5fg4r0r","Without","First","true",NA,1,"bluebias","station_only",NA,NA,"blue",0.23,NA,1,NA
31,"y5fg4r0r","Without","First","true",NA,5,"bluebias","station_only",NA,NA,"blue",0.91,NA,1,NA
32,"y5fg4r0r","Without","First","true",NA,4,"bluebias","station_only",NA,NA,"blue",0.91,NA,1,NA
33,"y5fg4r0r","Without","First","true",NA,3,"bluebias","station_only",NA,NA,"blue",0.59,NA,1,NA
34,"y5fg4r0r","Without","First","true",NA,0,"bluebias","station_only",NA,NA,"blue",0.05,NA,1,NA
1,"y5fg4r0r","Without","First","true",3,1,"helpful","normal",1,1,"green",0.23,0.41,-1,0.18
2,"y5fg4r0r","Without","First","true",5,3,"helpful","normal",1,1,"blue",0.77,1,1,0.23
3,"y5fg4r0r","Without","First","true",3,4,"helpful","normal",1,1,"blue",0.96,0.98,1,0.02
4,"y5fg4r0r","Without","First","true",2,1,"helpful","normal",1,1,"green",0.11,0.09,-1,-0.02
5,"y5fg4r0r","Without","First","true",3,2,"helpful","normal",1,1,"blue",0.11,0.1,1,-0.01
6,"y5fg4r0r","Without","First","true",1,0,"helpful","normal",1,1,"green",0.09,0.02,-1,-0.07
7,"y5fg4r0r","Without","First","true",2,0,"helpful","normal",1,1,"green",0.02,0.02,-1,0
8,"y5fg4r0r","Without","First","true",5,3,"helpful","normal",1,2,"blue",0.75,0.98,1,0.23
9,"y5fg4r0r","Without","First","true",1,3,"helpful","normal",1,2,"green",0.53,0.37,-1,-0.16
10,"y5fg4r0r","Without","First","true",1,1,"helpful","normal",1,2,"green",0.18,0.1,-1,-0.08
11,"y5fg4r0r","Without","First","true",1,1,"helpful","normal",1,2,"green",0.19,0.16,-1,-0.03
12,"y5fg4r0r","Without","First","true",1,5,"helpful","normal",1,2,"blue",0.83,0.37,1,-0.46
13,"y5fg4r0r","Without","First","true",3,4,"helpful","normal",1,2,"blue",0.82,0.93,1,0.11
14,"y5fg4r0r","Without","First","true",0,3,"helpful","normal",1,2,"green",0.5,0.27,-1,-0.23
15,"y5fg4r0r","Without","First","true",3,3,"helpful","normal",2,3,"blue",0.61,0.72,1,0.11
16,"y5fg4r0r","Without","First","true",2,4,"helpful","normal",2,3,"green",0.72,0.66,-1,-0.0599999999999999
17,"y5fg4r0r","Without","First","true",0,2,"helpful","normal",2,3,"green",0.37,0.01,-1,-0.36
18,"y5fg4r0r","Without","First","true",3,4,"helpful","normal",2,3,"blue",0.93,0.97,1,0.0399999999999999
19,"y5fg4r0r","Without","First","true",3,1,"helpful","normal",2,3,"green",0.14,0.79,-1,0.65
20,"y5fg4r0r","Without","First","true",1,0,"helpful","normal",2,3,"green",0.04,0,-1,-0.04
21,"y5fg4r0r","Without","First","true",4,4,"helpful","normal",2,3,"blue",0.95,1,1,0.05
22,"y5fg4r0r","Without","First","true",2,3,"helpful","normal",2,4,"blue",0.59,0.44,1,-0.15
23,"y5fg4r0r","Without","First","true",4,5,"helpful","normal",2,4,"blue",0.93,0.98,1,0.0499999999999999
24,"y5fg4r0r","Without","First","true",5,0,"helpful","normal",2,4,"green",0.04,0.66,-1,0.62
25,"y5fg4r0r","Without","First","true",1,3,"helpful","normal",2,4,"green",0.84,0.2,-1,-0.64
26,"y5fg4r0r","Without","First","true",3,2,"helpful","normal",2,4,"blue",0.37,0.6,1,0.23
27,"y5fg4r0r","Without","First","true",4,4,"helpful","normal",2,4,"blue",0.67,1,1,0.33
28,"y5fg4r0r","Without","First","true",3,5,"helpful","normal",2,4,"blue",0.94,0.97,1,0.03
29,"y5fg4r0r","Without","First","true",NA,1,"helpful","station_only",NA,NA,"blue",0.14,NA,1,NA
30,"y5fg4r0r","Without","First","true",NA,3,"helpful","station_only",NA,NA,"blue",0.53,NA,1,NA
31,"y5fg4r0r","Without","First","true",NA,4,"helpful","station_only",NA,NA,"blue",0.86,NA,1,NA
32,"y5fg4r0r","Without","First","true",NA,2,"helpful","station_only",NA,NA,"blue",0.41,NA,1,NA
33,"y5fg4r0r","Without","First","true",NA,0,"helpful","station_only",NA,NA,"blue",0.16,NA,1,NA
34,"y5fg4r0r","Without","First","true",NA,5,"helpful","station_only",NA,NA,"blue",0.83,NA,1,NA
1,"sq2sz1m1","Without","First","true",2,2,"bluebias","normal",1,1,"green",0.39,0.3,-1,-0.09
2,"sq2sz1m1","Without","First","true",1,4,"bluebias","normal",1,1,"green",0.96,0.22,-1,-0.74
3,"sq2sz1m1","Without","First","true",3,5,"bluebias","normal",1,1,"blue",1,0.77,1,-0.23
4,"sq2sz1m1","Without","First","true",2,4,"bluebias","normal",1,1,"green",0.92,0.51,-1,-0.41
5,"sq2sz1m1","Without","First","true",0,3,"bluebias","normal",1,1,"green",0.75,0.02,-1,-0.73
6,"sq2sz1m1","Without","First","true",4,3,"bluebias","normal",1,1,"blue",0.7,0.87,1,0.17
7,"sq2sz1m1","Without","First","true",1,5,"bluebias","normal",1,1,"blue",1,0.16,1,-0.84
8,"sq2sz1m1","Without","First","true",2,3,"bluebias","normal",1,2,"green",0.76,0.5,-1,-0.26
9,"sq2sz1m1","Without","First","true",1,2,"bluebias","normal",1,2,"green",0.26,0.05,-1,-0.21
10,"sq2sz1m1","Without","First","true",3,1,"bluebias","normal",1,2,"green",0.08,0.33,-1,0.25
11,"sq2sz1m1","Without","First","true",5,5,"bluebias","normal",1,2,"blue",1,1,1,0
